titulo	slug	entidad_origen	codigo_origen	categoria	direccion	cp	poblacion	descripcion	telefono	fax	url	foto	latitud	longitud	foto_x	foto_x_titulo	foto_x_alt	itinerarios	acces_fisica	acces_visual	acces_auditiva	acces_intelectual	acces_organica	imagen_titulo	imagen_alt	tipo_biblio	año_inicio	institucion	tipo_institucion	codigo_portal	horarios	tipo_acceso	tipo_centro	tematica	servicios	snbe	snbe_url	bilgunea	bilgunea_url	bilgunea_fecha	acess_itinerario	acces_url_ficha	
Durango		Consultrans	0202DURA	estacion-tren	C/ Geltoki, 2	48200	Durango	Línea L1 de EuskoTren, entre Atxuri Bilbao y Amara-Donostia. Presta servicios Regionales.			http://www.ets-rfv.euskadi.net/								Inaccesible	Inaccesible	Practicable	Sin datos	Sin datos																		Obras de soterramiento de la estación. Acceso complicado (situación provisional). Hay 2 accesos, uno a nivel y el otro mediante rampa. 	http://argitalpen.ararteko.net/ac_v/PDF/124_durango.pdf	
Fausto Landako		Consultrans	0202FAUS	estacion-tren	C/ Untzillatx, 13-15	48200	Durango	Línea L1 de EuskoTren, entre Atxuri Bilbao y Amara-Donostia. Presta servicios Regionales.			http://www.ets-rfv.euskadi.net/								Inaccesible	Inaccesible	Practicable	Sin datos	Sin datos																		Se accede al andén por medio de una rampa no acondicionada. El itinerario peatonal cuenta con pavimento en mal estado. La rampa carece de zona de descanso y de barandilla a doble altura en todo el recorrido.	http://argitalpen.ararteko.net/ac_v/PDF/125_fauste_durango.pdf	
Traña		Consultrans	0202TRAÑ	estacion-tren	C/ Trañaetxoste, S/N	48220	Abadiño	Línea L1 de EuskoTren, entre Atxuri Bilbao y Amara-Donostia. Presta servicios Regionales.			http://www.ets-rfv.euskadi.net/								Inaccesible	Inaccesible	Practicable	Sin datos	Sin datos																		Se accede por medio de una rampa no acondicionada, de pavimento deficiente. El entorno es industrial, con tráfico de vehículos pesados. La rampa carece de zona de descanso y de barandilla a doble altura en todo el recorrido.	http://argitalpen.ararteko.net/ac_v/PDF/126_trana_abadino.pdf	
Berriz		Consultrans	0202BERR	estacion-tren	Geltoki Kalea, 2 bajo	48240	Berriz	Línea L1 de EuskoTren, entre Atxuri Bilbao y Amara-Donostia. Presta servicios Regionales.			http://www.ets-rfv.euskadi.net/								Inaccesible	Inaccesible	Inaccesible	Sin datos	Sin datos																		El entorno de acceso a la estación es una zona de aparcamiento de vehículos, lo que dificulta el acceso de PMR. El pavimento se encuentra en estado deficiente. Dispone de rampa, pero no está adaptada.	http://argitalpen.ararteko.net/ac_v/PDF/127_berriz.pdf	
Zaldibar		Consultrans	0202ZALD	estacion-tren	Barrio de Okango, 31	48240	Berriz	Línea L1 de EuskoTren, entre Atxuri Bilbao y Amara-Donostia. Presta servicios Regionales.			http://www.ets-rfv.euskadi.net/								Practicable	Practicable	Practicable	Sin datos	Sin datos																		Hay una pequeña rampa de acceso, que resulta practicable. En el entorno inmediato se encuentra la carretera nacional que puede representar un peligro para la seguridad.	http://argitalpen.ararteko.net/ac_v/PDF/128_zaldibar.pdf	
Ermua		Consultrans	0202ERMU	estacion-tren	C/ Izelaieta, 21	48260	Ermua	Línea L1 de EuskoTren, entre Atxuri Bilbao y Amara-Donostia. Presta servicios Regionales.			http://www.ets-rfv.euskadi.net/								Inaccesible	Inaccesible	Practicable	Sin datos	Sin datos																		La estación tiene dos accesos. Uno, a través de rampa de longitud prolongada; y el otro, a través de ascensor en la calle. La rampa de acceso al edificio está obstaculizada por un árbol que reduce su anchura y la maniobrabilidad de una silla de ruedas. 	http://argitalpen.ararteko.net/ac_v/PDF/129_ermua.pdf	
Errotaberri		Consultrans	0202ERRO	estacion-tren	Avenida de Gipuzkoa	48260	Ermua	Línea L1 de EuskoTren, entre Atxuri Bilbao y Amara-Donostia. Presta servicios Regionales.			http://www.ets-rfv.euskadi.net/								Inaccesible	Inaccesible	Inaccesible	Sin datos	Sin datos																		Para acceder a la estación hay que subir primero por una rampa de gran pendiente y con pavimento en mal estado. Después hay que cruzar la vía por un paso a nivel, y por último, para llegar al andén, hay que subir un tramo de escaleras.	http://argitalpen.ararteko.net/ac_v/PDF/130_errotabarri.pdf	
San Lorentzo		Consultrans	0202LORE	estacion-tren	Avenida de Gipuzkoa	48260	Ermua	Línea L1 de EuskoTren, entre Atxuri Bilbao y Amara-Donostia. Presta servicios Regionales.			http://www.ets-rfv.euskadi.net/								Inaccesible	Inaccesible	Inaccesible	Sin datos	Sin datos																		Para acceder al andén hay que subir por una calle con pendiente muy pronunciada y pavimento en mal estado. Después hay que cruzar la vía por un paso a nivel.	http://argitalpen.ararteko.net/ac_v/PDF/131_sanlorentzo.pdf	
Unibertsitatea		Consultrans	0302UNIB	estacion-tren	C/ Torrekua	20600	Eibar	Línea L1 de EuskoTren, entre Atxuri Bilbao y Amara-Donostia. Presta servicios Regionales.			http://www.ets-rfv.euskadi.net/								Inaccesible	Inaccesible	Practicable	Sin datos	Sin datos																		El recorrido peatonal es reducido (acera estrecha) y se encuentra en una zona con gran tráfico de vehículos. La rampa de acceso está situada solo en uno de los andenes (no acondicionada). Al otro andén se accede por escaleras.	http://argitalpen.ararteko.net/ac_v/PDF/132_uni_eibar.pdf	
Amaña		Consultrans	0302AMAÑ	estacion-tren	C/ Torrekua	20601	Eibar	Línea L1 de EuskoTren, entre Atxuri Bilbao y Amara-Donostia. Presta servicios Regionales.			http://www.ets-rfv.euskadi.net/								Inaccesible	Inaccesible	Inaccesible	Sin datos	Sin datos																		La rampa tiene una pendiente pronunciada y no tiene barandilla a ambos lados. Las escaleras de acceso tampoco están debidamente acondicionadas.	http://argitalpen.ararteko.net/ac_v/PDF/133_amana_eibar.pdf	
Ardantza		Consultrans	0302ARDA	estacion-tren	Plaza Untzaga, S/N	20600	Eibar	Línea L1 de EuskoTren, entre Atxuri Bilbao y Amara-Donostia. Presta servicios Regionales.			http://www.ets-rfv.euskadi.net/								Practicable	Accesible	Accesible	Sin datos	Sin datos																		Nueva estación. Itinerario acondicionado. Acceso a nivel	http://argitalpen.ararteko.net/ac_v/PDF/ETS_Ardantza_Eibar.pdf	
Eibar		Consultrans	0302EIBA	estacion-tren	C/ Estación, 21 bajo	20600	Eibar	Línea L1 de EuskoTren, entre Atxuri Bilbao y Amara-Donostia. Presta servicios Regionales.			http://www.ets-rfv.euskadi.net/								Inaccesible	Practicable	Practicable	Sin datos	Sin datos																		El itinerario peatonal desde la calle resulta deficiente (acera estrecha). La rampa de acceso al edificio no tiene el ancho reglamentario y no cuenta con barandilla en todo el recorrido y a doble altura. 	http://argitalpen.ararteko.net/ac_v/PDF/134_eibar.pdf	
Azitain		Consultrans	0302AZIT	estacion-tren	C/ Barrena, 9-11	20600	Eibar	Línea L1 de EuskoTren, entre Atxuri Bilbao y Amara-Donostia. Presta servicios Regionales.			http://www.ets-rfv.euskadi.net/								Inaccesible	Inaccesible	Inaccesible	Sin datos	Sin datos																		El itinerario peatonal de acceso es muy complicado, con rampas y pasos estrechos. La única manera de acceder a la estación es mediante un tramo largo de escaleras. Tras esas escaleras hay que atravesar un paso a nivel deficiente e inseguro para llegar hasta el andén.	http://argitalpen.ararteko.net/ac_v/PDF/135_azitain.pdf	
Elgoibar		Consultrans	0302ELGO	estacion-tren	Trenbide Kalea, 14 bajo	20870	Elgoibar	Línea L1 de EuskoTren, entre Atxuri Bilbao y Amara-Donostia. Presta servicios Regionales.			http://www.ets-rfv.euskadi.net/								Practicable	Inaccesible	Practicable	Sin datos	Sin datos																		Dispone de rampas de acceso acondicionadas.	http://argitalpen.ararteko.net/ac_v/PDF/136_elgoibar.pdf	
Toletxegain		Consultrans	0302TOLE	estacion-tren	Avenida Pedro Muguruza, 6-8 	20870	Elgoibar	Línea L1 de EuskoTren, entre Atxuri Bilbao y Amara-Donostia. Presta servicios Regionales.			http://www.ets-rfv.euskadi.net/								Inaccesible	Inaccesible	Practicable	Sin datos	Sin datos																		El pavimento del recorrido de acceso se encuentra en condiciones deficientes.	http://argitalpen.ararteko.net/ac_v/PDF/137_toletxegain.pdf	
Altzola		Consultrans	0302ALTZ	estacion-tren	C/ Donosti, 8	20860	Elgoibar	Línea L1 de EuskoTren, entre Atxuri Bilbao y Amara-Donostia. Presta servicios Regionales.			http://www.ets-rfv.euskadi.net/								Inaccesible	Inaccesible	Inaccesible	Sin datos	Sin datos																		Hay que acceder por un gran tramo de escaleras.	http://argitalpen.ararteko.net/ac_v/PDF/138_altzola.pdf	
Mendaro		Consultrans	0302MEND	estacion-tren	C/ José María Linazasoro, 9-11	20850	Mendaro	Línea L1 de EuskoTren, entre Atxuri Bilbao y Amara-Donostia. Presta servicios Regionales.			http://www.ets-rfv.euskadi.net/								Practicable	Practicable	Practicable	Sin datos	Sin datos																		Itinerario exterior adaptado.	http://argitalpen.ararteko.net/ac_v/PDF/139_mendaro.pdf	
Deba		Consultrans	0302DEBA	estacion-tren	Plaza Arakistain, 6	20820	Deba	Línea L1 de EuskoTren, entre Atxuri Bilbao y Amara-Donostia. Presta servicios Regionales.			http://www.ets-rfv.euskadi.net/								Inaccesible	Inaccesible	Practicable	Sin datos	Sin datos																		Hay tramo de escaleras en el acceso principal del ediificio.Rampa alternativa es estrecha. 	http://argitalpen.ararteko.net/ac_v/PDF/140_deba.pdf	
Arroa		Consultrans	0302ARRO	estacion-tren	Barrio de San Isidro, 3	20749	Zestoa	Línea L1 de EuskoTren, entre Atxuri Bilbao y Amara-Donostia. Presta servicios Regionales.			http://www.ets-rfv.euskadi.net/								Inaccesible	Inaccesible	Inaccesible	Sin datos	Sin datos																		Se accede por la carretera. La acera es estrecha y sin rebaje.	http://argitalpen.ararteko.net/ac_v/PDF/141_arroa.pdf	
Zumaia		Consultrans	0302ZUMA	estacion-tren	C/ Estazioko, 1 bajo	20750	Zumaia	Línea L1 de EuskoTren, entre Atxuri Bilbao y Amara-Donostia. Presta servicios Regionales.			http://www.ets-rfv.euskadi.net/								Inaccesible	Practicable	Practicable	Sin datos	Sin datos																		Cuenta con dos accesos, ambos a nivel, aunque uno es subterráneo y obliga a acceder a través de un tramo de escaleras. Además, el itinerario subterráneo tiene un pavimento en mal estado.	http://argitalpen.ararteko.net/ac_v/PDF/142_zumaia.pdf	
Zarautz		Consultrans	0302ZARA	estacion-tren	C/ Lapurdi, 2 bajo	20800	Zarautz	Línea L1 de EuskoTren, entre Atxuri Bilbao y Amara-Donostia. Presta servicios Regionales.			http://www.ets-rfv.euskadi.net/								Inaccesible	Inaccesible	Practicable	Sin datos	Sin datos																		La rampa no está en el acceso principal. Se accede por un lateral de la estación.	http://argitalpen.ararteko.net/ac_v/PDF/143_zarautz.pdf	
San Pelaio		Consultrans	0302PELA	estacion-tren	C/ María Etxetxiki, 89-91	20800	Zarautz	Línea L1 de EuskoTren, entre Atxuri Bilbao y Amara-Donostia. Presta servicios Regionales.			http://www.ets-rfv.euskadi.net/								Inaccesible	Inaccesible	Practicable	Sin datos	Sin datos																		Las rampas de acceso al andén tienen mucha pendiente.	http://argitalpen.ararteko.net/ac_v/PDF/144_sanpelaio.pdf	
Aia-Orio		Consultrans	0302ORIO	estacion-tren	Olazkoegia auzoa, 64 bajo	20809	Aia-Orio	Línea L1 de EuskoTren, entre Atxuri Bilbao y Amara-Donostia. Presta servicios Regionales.			http://www.ets-rfv.euskadi.net/								Practicable	Accesible	Accesible	Sin datos	Sin datos																		Itinerario exterior acondionado con la apertura de la nueva estación	http://argitalpen.ararteko.net/ac_v/PDF/ETS_Aia-Orio.pdf	
Usurbil		Consultrans	0302USUR	estacion-tren	C/ Erribera, 25	20170	Usurbil	Línea L1 de EuskoTren, entre Atxuri Bilbao y Amara-Donostia. Presta servicios Regionales.			http://www.ets-rfv.euskadi.net/								Inaccesible	Inaccesible	Practicable	Sin datos	Sin datos																		Itinerario exterior adaptado. Para acceder al andén hay que hacerlo desde el exterior (sin entrar en el edificio), lo que obliga a un recorrido poco eficiente.	http://argitalpen.ararteko.net/ac_v/PDF/145_usurbil.pdf	
Errekalde		Consultrans	0302ERRE	estacion-tren	Autovía del Norte	20018	San Sebastián	Línea L1 de EuskoTren, entre Atxuri Bilbao y Amara-Donostia.  Presta servicios de Cercanías y Regionales.			http://www.ets-rfv.euskadi.net/								Inaccesible	Inaccesible	Inaccesible	Sin datos	Sin datos																		Situación provisional debido a las obras de desdoblamiento del trazado ferroviario. Tiene un acceso exterior muy complicado. 	http://argitalpen.ararteko.net/ac_v/PDF/147_errekalde.pdf	
Añorga		Consultrans	0302AÑOR	estacion-tren	Avenida de Añorga, 12	20018	San Sebastián	Línea L1 de EuskoTren, entre Atxuri Bilbao y Amara-Donostia. Presta servicios de Cercanías y Regionales.			http://www.ets-rfv.euskadi.net/								Sin datos	Sin datos	Sin datos	Sin datos	Sin datos																		Situación provisional debido a las obras de desdoblamiento del trazado ferroviario. Construcción de una nueva estación.	http://argitalpen.ararteko.net/ac_v/PDF/148_anorga.pdf	
Lugaritz-Donostia		Consultrans	0302LUGA	estacion-tren	Paseo de Lugaritz, S/N	20018	San Sebastián	Línea L1 de EuskoTren, entre Atxuri Bilbao y Amara-Donostia. Presta servicios de Cercanías y Regionales.			http://www.ets-rfv.euskadi.net/								Practicable	Accesible	Accesible	Sin datos	Sin datos																		Estación subterránea que cuenta con acceso desde varios puntos. En el recorrido hay tramos de escaleras y pendientes poco funcionales.  	http://argitalpen.ararteko.net/ac_v/PDF/149_lugaritz.pdf	
Amara		Consultrans	0302AMAR	estacion-tren	Plaza Easo, 9	20006	San Sebastián	Línea L1 de EuskoTren, entre Atxuri Bilbao y Amara-Donostia. Presta servicios de Cercanías y Regionales.			http://www.ets-rfv.euskadi.net/								Practicable	Accesible	Accesible	Sin datos	Sin datos																		El recorrido peatonal exterior está a nivel y libre de barreras. El acceso a la estación se realiza a través de rampas acondicionadas. 	http://argitalpen.ararteko.net/ac_v/PDF/150_donostia_amara.pdf	
Lasarte-Oria		Consultrans	0302LASA	estacion-tren	Avenida Donostia, 1 bajo	20160	Lasarte-Oria	Línea L2 de EuskoTren, entre Lasarte-Oria y Hendaia. Presta servicios de Cercanías.			http://www.ets-rfv.euskadi.net/								Practicable	Practicable	Practicable	Sin datos	Sin datos																		Dispone de rampa funcional, pero que carece de barandilla a doble altura y en todo el recorrido.	http://argitalpen.ararteko.net/ac_v/PDF/146_lasarte.pdf	
Anoeta-Donostia		Consultrans	0302ANOE	estacion-tren	Paseo de Anoeta, 32	20014	San Sebastián	Línea L2 de EuskoTren, entre Lasarte-Oria y Hendaia. Presta servicios de Cercanías.			http://www.ets-rfv.euskadi.net/								Practicable	Accesible	Accesible	Sin datos	Sin datos																		Itinerario exteiror adaptado. Acceso a nivel. 	http://argitalpen.ararteko.net/ac_v/PDF/151_anoeta.pdf	
Loiola		Consultrans	0302LOIO	estacion-tren	C/ Zeharbidea, 6	20014	San Sebastián	Línea L2 de EuskoTren, entre Lasarte-Oria y Hendaia. Presta servicios de Cercanías.			http://www.ets-rfv.euskadi.net/								Practicable	Practicable	Practicable	Sin datos	Sin datos																		Hay rampas, pero estrechas y con gran pendiente. 	http://argitalpen.ararteko.net/ac_v/PDF/152_loiola.pdf	
Herrera		Consultrans	0302HERR	estacion-tren	Avenida Jose Elosegi, 297	20017	San Sebastián	Línea L2 de EuskoTren, entre Lasarte-Oria y Hendaia. Presta servicios de Cercanías.			http://www.ets-rfv.euskadi.net/								Sin datos	Sin datos	Sin datos	Sin datos	Sin datos																		 Estación en obras. Edificio provisional.	http://argitalpen.ararteko.net/ac_v/PDF/153_herrera.pdf	
Pasaia		Consultrans	0302PASA	estacion-tren	C/ Zumalakarregi, 8	20110	Pasaia	Línea L2 de EuskoTren, entre Lasarte-Oria y Hendaia. Presta servicios de Cercanías.			http://www.ets-rfv.euskadi.net/								Inaccesible	Inaccesible	Practicable	Sin datos	Sin datos																		Acceso diáfano desde el exterior.	http://argitalpen.ararteko.net/ac_v/PDF/154_pasaia.pdf	
Galtzaraborda		Consultrans	0302GALT	estacion-tren	Avenida Galtzaraborda, S/N	20100	Errenteria	Línea L2 de EuskoTren, entre Lasarte-Oria y Hendaia. Presta servicios de Cercanías.			http://www.ets-rfv.euskadi.net/								Practicable	Practicable	Practicable	Sin datos	Sin datos																		Itinerario peatonal exterior adaptado.	http://argitalpen.ararteko.net/ac_v/PDF/155_galtzaraborda.pdf	
Errenteria		Consultrans	0302RENT	estacion-tren	Avenida Pablo Iglesias, 16	20100	Errenteria	Línea L2 de EuskoTren, entre Lasarte-Oria y Hendaia. Presta servicios de Cercanías.			http://www.ets-rfv.euskadi.net/								Inaccesible	Inaccesible	Practicable	Sin datos	Sin datos																		El itinerario peatonal de acceso se encuentra en pendiente, lo que dificulta el desplazamiento. Uno de los recorridos además exige cruzar un paso a nivel. Dispone de rampas de acceso al andén, pero no están acondicionadas. Pueden resultar practicables.	http://argitalpen.ararteko.net/ac_v/PDF/156_errenteria.pdf	
Fanderia		Consultrans	0302FAND	estacion-tren	Avenida Fanderia	20100	Errenteria	Línea L2 de EuskoTren, entre Lasarte-Oria y Hendaia. Presta servicios de Cercanías.			http://www.ets-rfv.euskadi.net/								Practicable	Accesible	Accesible	Sin datos	Sin datos																		Nueva estación. Itinerario exterior acondicionado. 	http://argitalpen.ararteko.net/ac_v/PDF/ETS_Fanderia.pdf	
Oiartzun		Consultrans	0302OIAR	estacion-tren	Barrio Arragua, S/N	20180	Oiartzun	Línea L2 de EuskoTren, entre Lasarte-Oria y Hendaia. Presta servicios de Cercanías.			http://www.ets-rfv.euskadi.net/								Practicable	Accesible	Accesible	Sin datos	Sin datos																		Nueva estación. Itinerario exterior acondicionado. 	http://argitalpen.ararteko.net/ac_v/PDF/157_oiartzun.pdf	
Gaintxurizketa		Consultrans	0302GAIN	estacion-tren	Carretera Madrid-Irún	20100	Lezo	Línea L2 de EuskoTren, entre Lasarte-Oria y Hendaia. Presta servicios de Cercanías.			http://www.ets-rfv.euskadi.net/								Inaccesible	Inaccesible	Inaccesible	Sin datos	Sin datos																		El acceso se realiza a través de una zona de gran tráfico (N-I) sin acera de protección. Rampas pronunciadas no acondicionadas.	http://argitalpen.ararteko.net/ac_v/PDF/158_gaintxurisketa.pdf	
Bentak		Consultrans	0302BENT	estacion-tren	Avenida Elizatxo	20305	Irún	Línea L2 de EuskoTren, entre Lasarte-Oria y Hendaia. Presta servicios de Cercanías.			http://www.ets-rfv.euskadi.net/								Inaccesible	Inaccesible	Practicable	Sin datos	Sin datos																		Se accede a través de una rampa de maniobrabilidad muy complicada. La rampa de acceso al vestíbulo, aún siendo más funcional, tampoco está acondicionada. 	http://argitalpen.ararteko.net/ac_v/PDF/159_bentak.pdf	
Belaskoenea		Consultrans	0302BELA	estacion-tren	C/ de los Balleneros	20303	Irún	Línea L2 de EuskoTren, entre Lasarte-Oria y Hendaia. Presta servicios de Cercanías.			http://www.ets-rfv.euskadi.net/								Inaccesible	Inaccesible	Practicable	Sin datos	Sin datos																		Itinerario peatonal exterior adaptado. La rampa de acceso a la estación no está acondicionada. 	http://argitalpen.ararteko.net/ac_v/PDF/160_belaskoenea.pdf	
Irún-Colón		Consultrans	0302IRUN	estacion-tren	Paseo de Colón, 25	20300	Irún	Línea L2 de EuskoTren, entre Lasarte-Oria y Hendaia. Presta servicios de Cercanías.			http://www.ets-rfv.euskadi.net/								Practicable	Practicable	Practicable	Sin datos	Sin datos																		El acceso peatonal al vestíbulo de la estación se materializa desde Ps. Colón y se realiza a nivel. También se puede acceder directamente al andén, a través de un recorrido peatonal muy complicado, con pasos a nivel deficientes, y estrechez de aceras...	http://argitalpen.ararteko.net/ac_v/PDF/161_irun.pdf	
Nazioarteko zubia		Consultrans	0302PUEN	estacion-tren	Avenida Iparralde	20304	Irún	Línea L2 de EuskoTren, entre Lasarte-Oria y Hendaia. Presta servicios de Cercanías.			http://www.ets-rfv.euskadi.net/								Practicable	Practicable	Practicable	Sin datos	Sin datos																		Dispone de rampa funcional para acceder al andén.	http://argitalpen.ararteko.net/ac_v/PDF/162_puente.pdf	
Hendaia		Consultrans	0402HEND	estacion-tren	Boulevard de Gaulle, S/N	64700	Hendaia	Línea L2 de EuskoTren, entre Lasarte-Oria y Hendaia. Presta servicios de Cercanías.			http://www.ets-rfv.euskadi.net/								Inaccesible	Inaccesible	Practicable	Sin datos	Sin datos																		Dispone de rampa de acceso adaptada. 	http://argitalpen.ararteko.net/ac_v/PDF/163_hendaia.pdf	
Estación de Autobuses de Donostia		Consultrans	0304BUSD	estacion-bus	Plaza de Pío, XII	20010	Donostia-San Sebastián	Estación de autobuses regulares de uso general. Presta servicios interurbanos, regionales e internacionales.											Practicable	Inaccesible	Inaccesible	Sin datos	Sin datos																		Itinerario adaptado.	http://argitalpen.ararteko.net/ac_v/PDF/191_estacion_donosti.pdf	
Estación de autobuses de Vitoria-Gasteiz		Consultrans	0104BUSV	estacion-bus	C/ Los Herrán, 50	01002	Vitoria-Gasteiz	Estación de autobuses de íneas regulares de uso general. Presta servicios interurbanos, de medio-largo recorrido.											Practicable	Practicable	Inaccesible	Sin datos	Sin datos																		Itinerario peatonal exterior accesible.	http://argitalpen.ararteko.net/ac_v/PDF/192_bus_gasteiz.pdf	
Termibús		Consultrans	0204BUSB	estacion-bus	C/ Gurtubay, 1	48013	Bilbao	Estación de autobuses de servicios regulares de uso general. Presta servicios de medio-largo recorrido de transporte por carretera.			http://www.termibus.es								Practicable	Practicable	Practicable	Sin datos	Sin datos																		Itinerario peatonal accesible.	http://argitalpen.ararteko.net/ac_v/PDF/190_termibus.pdf	
